runtime_s,nvars_intput,nwmfiles_input,nwm_file_size_avg_MB,nwm_file_size_med_MB,nwm_file_size_std_MB,catch_files_output,nvars_output,individual_catch_file_size_avg_MB,individual_catch_file_size_med_MB,individual_catch_file_size_std_MB,individual_catch_file_zip_size_avg_MB,individual_catch_file_zip_size_med_MB,individual_catch_file_zip_size_std_MB,netcdf_catch_file_size_avg_MB,netcdf_catch_file_size_med_MB,netcdf_catch_file_size_std_MB
12.52,9,3,151.0412015914917,149.62013053894043,8.457832871136056,3,9,0.0005731582641601562,0.0005731582641601562,0.0,0.0003509521484375,0.0003509521484375,0.0,0,0,0
