catchment id,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,PRES_surface,DSWRF_surface
1555522,-1.5136015983186066,-1.15248114733067,397.9853893162489,0.0,0.0,296.3919574011615,0.01566183076853175,98048.33231277979,17.89949467931454
