catchment id,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,PRES_surface,DSWRF_surface
1555522,-1.4082225923055105,-1.2056523752862514,388.21743843568936,0.0,0.0,296.0875803895089,0.015823357574488935,98036.81414002492,0.0
