time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,PRES_surface,DSWRF_surface
2025-07-18 01:00:00,-1.8324639654752568,-1.2056523752862514,418.5601907938807,0.0,0.0,297.5666138116504,0.015277865068197415,98036.81414002492,53.698484037943615
2025-07-18 02:00:00,-1.4082225923055105,-1.2133148765399924,388.21743843568936,0.0,0.0,296.0875803895089,0.015823357574488935,98024.16238457181,0.0
2025-07-18 03:00:00,-1.300118237175052,-1.038476190165766,387.1785387191767,0.0,0.0,295.5216780023252,0.0158842696629089,98084.02041374265,0.0
